150	0.00001987
151	0.00096144
152	0.00176418
153	0.00179164
154	0.00180305
155	0.00180770
156	0.00181342
157	0.00182331
158	0.00182627
159	0.00183624
160	0.00184651
161	0.00186547
162	0.00187005
163	0.00188226
164	0.00189868
165	0.00190434
166	0.00191741
167	0.00192625
168	0.00193247
169	0.00194899
170	0.00196139
171	0.00197575
172	0.00198016
173	0.00199532
174	0.00200685
175	0.00201155
176	0.00202950
177	0.00204805
178	0.00206413
179	0.00207829
180	0.00209034
181	0.00211683
182	0.00212878
183	0.00214426
184	0.00216524
185	0.00217544
186	0.00219336
187	0.00221676
188	0.00223685
189	0.00226599
190	0.00228367
191	0.00229480
192	0.00232573
193	0.00234783
194	0.00236735
195	0.00238911
196	0.00241156
197	0.00243778
198	0.00245410
199	0.00247365
200	0.00249964
201	0.00252758
202	0.00255109
203	0.00256773
204	0.00260274
205	0.00262002
206	0.00264984
207	0.00267099
208	0.00270255
209	0.00272482
210	0.00274914
211	0.00276857
212	0.00279266
213	0.00281869
214	0.00284320
215	0.00286237
216	0.00288637
217	0.00291496
218	0.00293205
219	0.00295383
220	0.00297560
221	0.00299920
222	0.00302217
223	0.00303815
224	0.00306521
225	0.00308983
226	0.00309640
227	0.00312591
228	0.00314470
229	0.00316127
230	0.00317857
231	0.00319373
232	0.00322185
233	0.00323049
234	0.00325152
235	0.00327016
236	0.00327986
237	0.00330051
238	0.00331659
239	0.00333266
240	0.00334795
241	0.00336466
242	0.00337606
243	0.00338529
244	0.00340083
245	0.00340681
246	0.00341752
247	0.00342882
248	0.00344552
249	0.00345416
250	0.00345988
251	0.00348226
252	0.00348513
253	0.00349236
254	0.00350176
255	0.00351486
256	0.00351336
257	0.00352026
258	0.00353002
259	0.00352936
260	0.00354102
261	0.00354710
262	0.00355969
263	0.00355766
264	0.00356761
265	0.00356751
266	0.00356490
267	0.00357433
268	0.00357632
269	0.00358177
270	0.00357979
271	0.00357638
272	0.00358366
273	0.00358865
274	0.00358579
275	0.00357866
276	0.00358135
277	0.00358562
278	0.00358695
279	0.00358647
280	0.00357808
281	0.00357473
282	0.00358759
283	0.00357471
284	0.00357166
285	0.00356828
286	0.00356182
287	0.00356052
288	0.00356456
289	0.00356252
290	0.00355788
291	0.00355524
292	0.00354330
293	0.00353906
294	0.00353467
295	0.00352751
296	0.00352366
297	0.00352495
298	0.00351274
299	0.00351188
300	0.00350299
301	0.00349974
302	0.00349403
303	0.00349685
304	0.00347812
305	0.00348039
306	0.00346502
307	0.00345930
308	0.00345642
309	0.00344590
310	0.00344432
311	0.00342107
312	0.00341736
313	0.00342104
314	0.00341285
315	0.00340602
316	0.00338957
317	0.00338873
318	0.00337268
319	0.00336603
320	0.00335838
321	0.00334700
322	0.00334333
323	0.00333085
324	0.00331870
325	0.00331238
326	0.00330440
327	0.00329299
328	0.00328335
329	0.00327676
330	0.00326573
331	0.00325646
332	0.00324989
333	0.00323796
334	0.00323782
335	0.00322848
336	0.00321780
337	0.00320341
338	0.00319213
339	0.00318949
340	0.00316942
341	0.00315388
342	0.00315857
343	0.00313976
344	0.00313022
345	0.00311940
346	0.00310851
347	0.00309475
348	0.00308002
349	0.00307899
350	0.00306010
351	0.00304653
352	0.00303885
353	0.00302455
354	0.00301481
355	0.00300449
356	0.00299388
357	0.00297604
358	0.00296617
359	0.00295722
360	0.00294578
361	0.00292923
362	0.00292039
363	0.00290467
364	0.00289382
365	0.00288387
366	0.00286587
367	0.00286531
368	0.00284558
369	0.00283482
370	0.00281790
371	0.00280096
372	0.00279464
373	0.00278277
374	0.00277435
375	0.00275464
376	0.00273987
377	0.00272914
378	0.00271397
379	0.00270055
380	0.00268786
381	0.00267513
382	0.00266065
383	0.00264950
384	0.00263955
385	0.00262001
386	0.00260896
387	0.00259831
388	0.00258192
389	0.00257439
390	0.00255762
391	0.00254368
392	0.00252901
393	0.00251463
394	0.00250643
395	0.00248728
396	0.00247483
397	0.00246671
398	0.00245077
399	0.00243743
400	0.00242629
401	0.00241142
402	0.00240264
403	0.00238966
404	0.00237370
405	0.00236590
406	0.00234140
407	0.00233370
408	0.00232134
409	0.00230355
410	0.00230352
411	0.00228886
412	0.00227287
413	0.00226295
414	0.00224836
415	0.00223691
416	0.00221622
417	0.00220602
418	0.00219905
419	0.00218731
420	0.00217631
421	0.00216178
422	0.00215392
423	0.00213875
424	0.00212764
425	0.00211445
426	0.00210155
427	0.00208561
428	0.00208415
429	0.00206559
430	0.00206013
431	0.00204259
432	0.00203515
